AB199751.1	309760
AB199752.1	192262
AB199753.1	309761
AB199754.1	309762
AB199755.1	309763
AB199756.1	309764
AB199757.1	309765
AB199759.1	204349
AB199761.1	204353
AB199762.1	192265
AB199763.1	192267
AB199764.1	309767
AB199765.1	309768
AB199766.1	309769
AB199768.1	309771
AB199769.1	309772
AB199770.1	309773
AB199771.1	309774
AB199772.1	204356
AB199774.2	309775
AB199775.1	309776
AB199776.1	309777
AB199777.1	309778
AB199778.1	309779
AB199779.1	309780
AB199780.1	204359
AB199781.1	309781
AB199783.1	204360
AB199784.1	309782
AB206257.1	316500
AB206260.1	280076
AB206262.1	316504
AB206263.1	316505
AB206265.1	316509
AB206269.1	316510
AB206990.1	319222
AB206991.1	384654
AB212098.1	326265
AB212099.1	4198
AB212100.1	326266
AB212101.1	326267
AB212102.1	326268
AB212103.1	326269
AB212104.1	204350
AB212105.1	326270
AB212106.1	326271
AB212108.1	86857
AB212109.1	326273
AB212110.1	326274
AB212111.1	192270
AB212112.1	193134
AB212113.1	193135
AB212114.1	326260
AB212115.1	326261
AB212116.1	192261
AB212117.1	192272
AB212118.1	326275
AB217521.1	331152
AB217522.1	331151
AB217523.1	331149
AB217524.1	331155
AB217527.1	331160
AB217529.1	331162
AB217531.1	331165
AB217532.1	331166
AB217533.1	331167
AB217534.1	331169
AB217535.1	331171
AB217536.1	331173
AB217537.1	331175
AB217539.1	331178
AB217541.1	331185
AB217542.1	331187
AB217543.1	331181
AB217546.1	331189
AB217547.1	331191
AB217548.1	331193
AB217549.1	331195
AB217550.1	84098
AB217551.1	331267
AB217552.1	331197
AB217554.1	331201
AB217555.1	312811
AB217558.1	331207
AB217559.1	331209
AB217560.1	331211
AB217561.1	331213
AB217563.1	331217
AB217565.1	331219
AB217566.1	331221
AB217567.1	331223
AB217570.1	331229
AB217574.1	212067
AB217575.1	212096
AB217576.1	331231
AB217577.1	331232
AB217578.1	331234
AB217579.1	331236
AB217580.1	331238
AB217585.1	111597
AB217586.1	331248
AB217587.1	331250
AB217589.1	3075770
AB217590.1	331255
AB217591.1	331256
AB217592.1	331257
AB217594.1	331261
AB217595.1	331262
AB217598.1	331265
AB217871.1	161397
AB217872.1	161396
AB217874.1	241807
AB219406.1	265785
AB219407.1	41486
AB219410.1	334519
AB219826.1	76081
AB219827.1	76083
AB219829.1	76089
AB222023.1	337196
AB222025.1	337198
AB222027.1	337200
AB222030.1	337204
AB222033.1	337205
AB223151.1	338572
AB231090.1	339500
AB231095.1	339533
AB231096.1	339522
AB231097.1	339497
AB231101.1	339478
AB231110.1	20410
AB231111.1	339489
AB231118.1	339525
AB231119.1	339529
AB231123.1	339502
AB231131.1	339527
AB231132.1	339516
AB231135.1	339505
AB231142.1	339523
AB231147.1	339484
AB231935.1	317406
AB236678.1	348169
AB236972.1	50993
AB236973.1	50995
AB236978.1	50993
AB236983.1	350023
AB236985.1	350025
AB239275.1	337202
AB239276.1	337203
AB239280.1	337204
AB239287.1	120015
AB239293.1	337206
AB243689.1	48034
AB243879.1	109063
AB243881.1	312783
AB243884.1	312785
AB243896.1	361422
AB243899.1	312781
AB243902.1	312781
AB243910.1	312781
AB243912.1	312781
AB243914.1	312781
AB243962.1	361420
AB243965.1	361420
AB245522.1	364760
AB247051.1	366664
AB247052.1	366664
AB247055.1	366664
AB247061.1	366665
AB247062.1	366665
AB247076.1	366666
AB247079.1	366666
AB247095.1	366664
AB247102.1	366665
AB247118.1	366672
AB247129.1	366666
AB247257.1	367363
AB247272.1	157934
AB247275.1	25385
AB247336.1	367362
AB247340.1	367361
AB247341.1	367364
AB248847.1	29767
AB248848.1	262050
AB248849.1	29764
AB248853.1	1654980
AB248854.1	100316
AB248856.1	40788
AB248858.1	370426
AB248860.1	40796
AB248861.1	370363
AB248863.1	40800
AB248864.1	370364
AB249645.1	170351
AB249646.1	170022
AB249648.1	170024
AB249869.1	128810
AB249872.1	128810
AB249874.1	128810
AB249876.1	128810
AB249877.1	128810
AB250270.1	372434
AB250271.1	372439
AB250273.1	372434
AB250276.1	372434
AB250277.1	372434
AB250627.1	372897
AB250628.1	76443
AB250630.1	76444
AB250632.1	372899
AB250633.1	372900
AB250635.1	372903
AB250638.1	76408
AB250639.1	372906
AB250640.1	269596
AB250641.1	372907
AB250642.1	372908
AB250644.1	372909
AB251604.1	373396
AB251605.1	373397
AB254648.1	378318
AB254649.1	378319
AB254650.1	378320
AB254651.1	335950
AB254652.1	3030879
AB254654.1	378323
AB254656.1	378325
AB254657.1	378324
AB254658.1	378326
AB254659.1	254913
AB254660.1	378327
AB254661.1	378328
AB254662.1	137893
AB254663.1	137893
AB254664.1	378316
AB254665.1	254917
AB254666.1	238947
AB254670.1	378335
AB254671.1	238948
AB254672.1	254919
AB254673.1	254920
AB254674.1	378336
AB254675.1	238950
AB254676.1	378337
AB254677.1	378338
AB254678.1	378339
AB254679.1	254924
AB254680.1	378340
AB254681.1	378341
AB254683.1	378343
AB254684.1	378344
AB254685.1	378345
AB254686.1	238954
AB254687.1	378346
AB254695.1	137895
AB254696.1	378353
AB254697.1	378354
AB254698.1	238958
AB254699.1	238959
AB254905.1	378355
AB259319.1	319221
AB259321.1	385372
AB259331.1	385371
AB259334.1	385370
AB260850.1	384290
AB260851.1	384291
AB260852.1	384292
AB260853.1	384293
AB260854.1	384294
AB260855.1	128639
AB260856.1	384295
AB260857.1	155295
AB260858.1	384296
AB260860.1	384297
AB260861.1	384299
AB260862.1	384300
AB260863.1	155299
AB260864.1	384301
AB260865.1	384302
AB260866.1	384303
AB260867.1	384304
AB260868.1	384305
AB260869.1	384306
AB260870.1	384307
AB260871.1	136122
AB260872.1	384308
AB260873.1	384310
AB260874.1	384311
AB260875.1	384312
AB260876.1	384313
AB260877.1	384314
AB260878.1	384315
AB260879.1	384317
AB260880.1	384318
AB260881.1	384319
AB260882.1	384320
AB260883.1	155301
AB260884.1	384321
AB260885.1	230708
AB260886.1	384322
AB260889.1	384323
AB260897.1	387616
AB260898.1	387617
AB261661.1	388565
AB261662.1	58223
AB261663.1	269567
AB261664.1	269600
AB261665.1	180967
AB261668.1	130966
AB261669.1	388573
AB261670.1	76471
AB261671.1	184125
AB261672.1	76410
AB261673.1	388564
AB261674.1	388571
AB261675.1	388566
AB261676.1	140881
AB261679.1	388575
AB261680.1	388576
AB261681.1	388577
AB261683.1	372401
AB261684.1	388570
AB261686.1	388578
AB261687.1	76515
AB261688.1	388569
AB261689.1	388579
AB261690.1	388580
AB261692.1	223690
AB262524.1	390496
AB262529.1	390500
AB262531.1	390498
AB262534.1	220689
AB262535.1	390497
AB266244.1	53164
AB266245.1	53160
AB266246.1	28509
AB269875.1	399519
AB271240.1	400885
AB271243.1	400886
AB271244.1	400886
AB271245.1	400886
AB271247.1	400886
AB271248.1	400887
AB271250.1	400888
AB271251.1	400888
AB271252.1	400888
AB271253.1	400889
AB271254.1	400889
AB271255.1	400889
AB271256.1	400890
AB271257.1	400890
AB271258.1	400890
AB271259.1	400891
AB271260.1	400891
AB271262.1	400892
AB271263.1	400892
AB271264.1	400892
AB271265.1	400892
AB271266.1	400893
AB271267.1	400893
AB271268.1	400893
AB271269.1	400893
AB271270.1	400894
AB271272.1	400894
AB271276.1	400896
AB271278.1	400897
AB271279.1	400897
AB271280.1	400897
AB271281.1	252730
AB271285.1	252730
AB271287.1	400898
AB271288.1	400898
AB271289.1	400898
AB271290.1	400899
AB271293.1	400900
AB271294.1	252731
AB271295.1	252731
AB271296.1	252731
AB271297.1	252731
AB271298.1	400901
AB271299.1	400901
AB271300.1	400901
AB271301.1	400901
AB271302.1	400902
AB271303.1	400902
AB271305.1	400903
AB271306.1	400903
AB271307.1	400903
AB271309.1	400904
AB271311.1	400905
AB271312.1	400905
AB271314.1	400906
AB271315.1	400906
AB271316.1	400907
AB271319.1	400907
AB271320.1	400907
AB271321.1	400908
AB271322.1	400908
AB271324.1	400909
AB271325.1	400909
AB271326.1	400909
AB271327.1	400909
AB271328.1	400909
AB271329.1	400909
AB271330.1	400910
AB271331.1	400910
AB271332.1	400910
AB271333.1	264307
AB271334.1	264307
AB271335.1	264307
AB271336.1	400930
AB271338.1	400911
AB271339.1	400911
AB271341.1	400912
AB271342.1	400912
AB271345.1	400913
AB271347.1	264308
AB271348.1	264308
AB271351.1	400914
AB271353.1	400931
AB271354.1	400931
AB271356.1	400916
AB271357.1	400916
AB271359.1	400917
AB271360.1	400917
AB271361.1	400917
AB271362.1	400918
AB271363.1	400918
AB271364.1	400918
AB271365.1	400919
AB271366.1	400919
AB271367.1	400919
AB271368.1	252732
AB271369.1	252732
AB271373.1	400920
AB271376.1	264310
AB271378.1	264310
AB271379.1	400921
AB271380.1	400921
AB271382.1	252733
AB271384.1	252733
AB271385.1	252733
AB271386.1	400922
AB271389.1	400923
AB271390.1	400923
AB271391.1	400923
AB271392.1	400923
AB271393.1	400924
AB271395.1	400924
AB271396.1	400924
AB271397.1	400925
AB271398.1	400925
AB271399.1	400925
AB271400.1	400926
AB271401.1	400926
AB271405.1	400927
AB271406.1	400932
AB271407.1	184783
AB271408.1	184783
AB271409.1	400928
AB271410.1	400928
AB271412.1	264299
AB271413.1	115441
AB271414.1	115441
AB271415.1	400929
AB271417.1	400929
AB271418.1	400929
AB271419.1	145668
AB271421.1	145668
AB271422.1	252708
AB271424.1	252709
AB271425.1	252709
AB271426.1	252709
AB271427.1	252709
AB271428.1	252709
AB280738.1	74613
AB281140.1	62335
AB281142.1	62335
AB281146.1	62335
AB281147.1	62335
AB281148.1	152679
AB281149.1	152679
AB281150.1	152679
AB281151.1	154766
AB281154.1	154766
AB281160.1	50346
AB281168.1	411227
AB285164.1	181331
AB285165.1	252361
AB285167.1	252361
AB285169.1	98503
AB285171.1	122749
AB285173.1	414964
AB285181.1	252360
AB285183.1	414965
AB285325.1	128810
AB285326.1	128810
AB285327.1	128810
AB287375.1	416565
AB287409.1	47093
AB288427.1	418246
AB288428.1	418247
AB288429.1	418248
AB288431.1	418250
AB288434.1	130235
AB288435.1	418254
AB288437.1	418256
AB288438.1	418257
AB288439.1	418258
AB288440.1	418259
AB288441.1	418260
AB288442.1	418261
AB288443.1	418262
AB288444.1	418263
AB288445.1	418268
AB288446.1	418265
AB288447.1	418266
AB288448.1	418267
AB288452.1	418270
AB288454.1	418271
AB288455.1	418272
AB288458.1	418274
AB288463.1	130295
AB288465.1	418281
AB288466.1	418282
AB288467.1	418283
AB288468.1	418280
AB289458.1	419403
AB289462.1	419410
AB289464.1	2853221
AB289468.1	419408
AB289470.1	327329
AB289474.1	2853222
AB289475.1	78794
AB289476.1	419409
AB289477.1	419411
AB289478.1	419412
AB289479.1	419415
AB289480.1	2853223
AB289483.1	419416
AB290886.1	421262
AB290887.1	421263
AB290891.1	421266
AB292020.1	40786
AB292021.1	100307
AB292025.1	423496
AB292027.1	40782
AB292034.1	100317
AB292039.1	100321
AB292041.1	23246
AB295098.1	428278
AB295099.1	428276
AB295101.1	428277
AB295102.1	428277
AB295103.1	428277
AB295105.1	428275
AB295107.1	424424
AB298454.1	434720
AB298457.1	434723
AB298460.1	434723
AB298465.1	434730
AB300151.1	435490
AB300153.1	435490
AB300154.1	435490
AB304972.1	445730
AB304983.1	445738
AB304984.1	445739
AB304985.1	445740
AB304988.1	445743
AB304989.1	445744
AB304996.1	208124
AB304997.1	208124
AB305003.1	445753
AB305007.1	82215
AB305008.1	208131
AB305009.1	81785
AB305010.1	208143
AB305011.1	445757
AB305012.1	208142
AB306313.1	446036
AB329691.1	451716
AB329693.1	3064095
AB329696.1	451721
AB329699.1	451724
AB329700.1	451725
AB329701.1	451726
AB329706.1	451732
AB331855.1	453901
AB331856.1	453902
AB331857.1	4060
AB331858.1	396310
AB331861.1	141589
AB331864.1	184275
AB331865.1	453904
AB331866.1	453905
AB331867.1	1751004
AB331868.1	1751002
AB331869.1	453907
AB331870.1	453908
AB331871.1	453910
AB331873.1	453912
AB331877.1	453915
AB331881.1	1751003
AB331882.1	453920
AB331883.1	453921
AB332040.1	173386
AB353205.1	458134
AB353206.1	395345
AB353351.1	458532
AB353352.1	240434
AB353353.1	338579
AB353381.1	338576
AB353383.1	458534
AB353384.1	90397
AB353388.1	458535
AB353389.1	338579
AB353390.1	90396
AB354956.1	120290
AB355482.1	463612
AB355484.1	463612
AB355490.1	463612
AB355499.1	463612
AB355500.1	463613
AB355504.1	463613
AB355515.1	463618
AB355523.1	463616
AB355524.1	463609
AB355525.1	207882
AB355526.1	207885
AB355527.1	463610
AB355528.1	463614
AB355529.1	463616
AB355531.1	463616
AB355532.1	463616
AB355541.1	463617
AB355543.1	463617
AB355545.1	463617
AB355546.1	463617
AB355547.1	463617
AB355550.1	463617
AB355554.1	463617
AB355555.1	463617
AB355557.1	463617
AB355666.1	173389
AB355667.1	122302
AB355668.1	16681
AB355674.1	234795
AB355685.1	234795
AB355686.1	234795
AB355688.1	4368
AB355689.1	463625
AB359069.1	47783
AB359070.1	47783
AB359072.1	332502
AB361616.1	471709
AB365186.1	478094
AB365187.1	329875
AB369646.1	217501
AB369649.1	189220
AB369650.1	186955
AB369651.1	487069
AB369654.1	487068
AB369655.1	186951
AB369665.1	186951
AB373099.1	76446
AB373103.1	76453
AB373811.1	4082
AB374181.1	47037
AB374182.1	492039
AB374183.1	492040
AB375066.1	431156
AB375070.1	431156
AB375074.1	431156
AB375075.1	497681
AB375078.1	497683
AB375085.1	323074
AB375088.1	323036
AB375091.1	323061
AB375092.1	497687
AB375311.1	495551
AB376673.1	4060
AB376674.1	498200
AB376675.1	329875
AB376676.1	478094
AB377193.1	498910
AB377194.1	498910
AB377206.1	2901863
AB377209.1	498914
AB377212.1	152284
AB378733.1	58860
AB428632.1	323095
AB428633.1	323095
AB429314.1	174188
AB429323.1	174188
AB429329.1	174188
AB429332.1	227242
AB433180.1	517428
AB435096.1	46668
AB435097.1	315915
AB435098.1	525839
AB435099.1	381983
AB435101.1	315917
AB435102.1	46671
AB435103.1	119770
AB435104.1	315918
AB435105.1	46669
AB435106.1	59900
AB435108.1	523972
AB435109.1	46763
AB435110.1	315919
AB435111.1	46667
AB435112.1	315920
AB435113.1	523973
AB435114.1	315922
AB435115.1	523974
AB435116.1	315912
AB435118.1	315924
AB435119.1	523976
AB435121.1	523977
AB435122.1	199234
AB435123.1	523978
AB435124.1	46666
AB435126.1	523979
AB435127.1	524873
AB435128.1	315926
AB435130.1	315927
AB435131.1	523981
AB435133.1	523982
AB435134.1	523983
AB435135.1	315929
AB435136.1	462870
AB435137.1	523984
AB435138.1	523985
AB435139.1	523986
AB435140.1	523987
AB435141.1	523988
AB435142.1	46673
AB435143.1	523989
AB435144.1	523990
AB435145.1	493362
AB435146.1	523992
AB435147.1	119813
AB435148.1	523993
AB435149.1	525840
AB435150.1	525841
AB435151.1	523996
AB435152.1	524021
AB435154.1	315916
AB435155.1	523997
AB435156.1	523998
AB435375.1	46672
AB436923.1	180122
AB436925.1	62339
AB436926.1	529004
AB436927.1	529004
AB436936.1	529003
AB439269.1	536250
AB439273.1	445737
AB439274.1	445737
AB439275.1	536251
AB439277.1	536252
AB441754.1	184140
